id,domain,prompt
149,LED / Lighting / Art Projects,"Design an interactive installation with up to 4 touch inputs driving color harmonies across a 24-LED array. Use deterministic bounded loops for pattern generation, deglitch the inputs, and enter a safe fallback if more than two inputs are active at once. Test at a 200 Hz update rate with WCET ≤ 1.5 ms."
150,LED / Lighting / Art Projects,"Specify a robust festival lighting controller with modes Ambient, Pulse, Chase, and Blackout. Include deterministic seedable randomness, persistence of configuration, and a maximum brightness envelope per mode. Define rate attributes (main loop 100 Hz, effect engine 240 Hz) and WCET caps. Provide verification steps: state transition unit tests, timing measurements, and safety tests for thermal and overcurrent limits."
151,LED / Lighting / Art Projects,"Make a single indicator LED perform a soft blink: 500 ms on, 500 ms off, with 100 ms ease-in and 100 ms ease-out using PWM. Use a bounded loop for the ramp steps and run updates at a fixed rate of 100 Hz."
152,LED / Lighting / Art Projects,"When a pushbutton is pressed, set one LED to 80% brightness, otherwise hold 10%. Include 30 ms debounce and update at 50 Hz. Keep duty cycle within 0–100% at all times."
153,LED / Lighting / Art Projects,"Cycle a single RGB LED through red, green, and blue, holding each color for 1.0 s. Transition between colors using a bounded loop of 100 PWM steps per transition, running at 100 Hz."
154,LED / Lighting / Art Projects,Create a breathing effect on a white LED by ramping brightness up to 70% and down to 5% in equal time. Use bounded loops for the ramps and a fixed update rate of 60 Hz; no unbounded loops.
155,LED / Lighting / Art Projects,"Implement a night-light that fades from 100% to 0% evenly over 10 minutes, stepping once per second (600 steps). Use a bounded loop for the step counter and ensure monotonic decreases only."
156,LED / Lighting / Art Projects,"Create a tap-tempo blinker: two quick taps set the blink period between 200 ms and 2000 ms. Blink a status LED accordingly at 100 Hz update rate, with bounds checking."
157,LED / Lighting / Art Projects,"Program a double-flash pattern on one LED: 80 ms on, 80 ms off, 80 ms on, then off for the remainder of a 1 s cycle. Use precise timing and a fixed 200 Hz update rate."
158,LED / Lighting / Art Projects,Alternate two LEDs every 250 ms with both set to 60% PWM when on. Run at 100 Hz and avoid any unbounded looping constructs.
159,LED / Lighting / Art Projects,Map a rotary input to LED brightness from 0% to 100%. Update at 200 Hz and apply a slew limit so brightness changes by no more than 20% per update.
160,LED / Lighting / Art Projects,"On each button press, advance an RGB LED to the next color in a list of 10 predefined colors. Wrap the index in a bounded range 0..9. Debounce at 30 ms and update at 100 Hz."
161,LED / Lighting / Art Projects,"When a start signal is received, ramp LED brightness from 0% to 70% over 15 minutes with 1 Hz updates (900 bounded steps). If start is cleared, hold the current level."
162,LED / Lighting / Art Projects,"Show system status on a single RGB LED: steady green when ok=true, blinking red at 2 Hz when ok=false. Use a straightforward state decision and a 100 Hz update rate."
163,LED / Lighting / Art Projects,Implement a night mode input that forces a white LED to 5% brightness; otherwise hold at 60%. Update at 10 Hz and guarantee PWM remains in range.
164,LED / Lighting / Art Projects,"Add soft-start: when power_on becomes true, ramp a white LED from 0% to a target level over 200 ms using exactly 20 steps. Cap the target at 80%. Run at 200 Hz."
165,LED / Lighting / Art Projects,Convert an HSV hue input (0–360 degrees) and fixed saturation/value into RGB PWM for one LED. Update at 50 Hz and ensure a minimum brightness floor of 2%.
166,LED / Lighting / Art Projects,"Create a chase on a 24-LED RGB strip with a single bright pixel moving at a configurable speed. Iterate pixels with a bounded loop over 24 indices, limit max brightness to 40%, and run at 60 Hz."
167,LED / Lighting / Art Projects,"Build a state machine with Idle, FadeUp (2 s to 100%), Hold (5 s), then back to Idle. Trigger FadeUp on a debounced button. Enforce a 100 Hz update rate and explicit state transitions."
168,LED / Lighting / Art Projects,Control two channels: a white task light (knob sets brightness) and an RGB mood light (button cycles colors). Ensure the sum of all PWM duties never exceeds 150% to keep within power limits.
169,LED / Lighting / Art Projects,Make a random sparkle effect on 50 LEDs at 30 Hz. Use a deterministic PRNG with a fixed seed and update a bounded number of pixels per frame to maintain timing.
170,LED / Lighting / Art Projects,Drive brightness from a microphone level: map RMS amplitude to 0–80% PWM with a 300 ms exponential decay. Update calculations at 200 Hz and include saturation guards.
171,LED / Lighting / Art Projects,Implement a triple-flash beacon pattern followed by a pause. Use bounded loops where iteration is required and ensure WCET per update is less than 200 microseconds at 100 Hz.
172,LED / Lighting / Art Projects,"Perform a forward color wipe then reverse across 16 RGB LEDs, changing to a new color each full cycle. Iterate over pixels with a bounded loop and run at 50 Hz."
173,LED / Lighting / Art Projects,"Map temperature (0–50 C) to an RGB gradient from blue to red on a single LED. Update at 10 Hz, clamp out-of-range sensor values, and show steady yellow on sensor fault."
174,LED / Lighting / Art Projects,"Use a single button to step an LED through brightness levels: 0, 25, 50, 75, 100%. Long press resets to 0. Implement as a state machine with debounce and 100 Hz rate."
175,LED / Lighting / Art Projects,Create a strobe with adjustable frequency from 1 to 20 Hz set by a knob. Keep on-time fixed at 10% of the period. Run control at 1 kHz and ensure period math stays within 16-bit bounds.
176,LED / Lighting / Art Projects,"Control two light zones, left and right, with mirrored gradients and an 8 s crossfade between two palettes. Use bounded loops over N pixels and maintain a 60 Hz rate with timing accuracy ±10 ms."
177,LED / Lighting / Art Projects,Switch between Calm and Alert lighting states based on a motion input. Calm: slow breath capped at 15%. Alert: rapid pulses up to 60%. Return to Calm after 30 s without motion.
178,LED / Lighting / Art Projects,"Render a rainbow wheel on a 24-LED ring, advancing hue by a fixed step each frame. Use a bounded loop over all pixels at 100 Hz, and wrap hue via modular arithmetic to avoid overflow."
179,LED / Lighting / Art Projects,"Add thermal safety: if temperature > 65 C, reduce all brightness linearly to 20% over 5 s; restore when below 55 C with similar ramp. Update at 50 Hz and ensure smooth transitions."
180,LED / Lighting / Art Projects,"Create a sweep with one bright pixel and a fading tail around a ring, updating at 30 Hz. Use bounded loops for tail decay and keep per-frame compute time under 1 ms."
181,LED / Lighting / Art Projects,Simulate candle flicker by modulating a base brightness with pseudo-random deviations within ±10%. Update at 40 Hz and clamp between 5% and 40% duty.
182,LED / Lighting / Art Projects,"Provide soft on/off using two buttons: on ramps to target over 500 ms, off ramps to 0 over 500 ms. Update at 100 Hz and ignore simultaneous presses to avoid conflict."
183,LED / Lighting / Art Projects,"Use an RGB LED for system tri-status: red blinks on error, green steady when ready, blue pulses during activity. Prioritize error over other indications and update at 50 Hz."
184,LED / Lighting / Art Projects,"Implement a theater chase pattern with a configurable gap count. Compute on/off positions using bounded loops, add an enable input to pause/resume, and run at 60 Hz without losing phase."
185,LED / Lighting / Art Projects,Map two analog sliders to hue and value while holding saturation fixed for one RGB LED. Update at 120 Hz with a small first-order low-pass filter and check numeric stability.
186,LED / Lighting / Art Projects,"Stabilize apparent brightness at a lux setpoint using a photodiode with a PID loop driving PWM. Run control at 500 Hz with anti-windup, derivative filtering, and output clamped to 0–80%."
187,LED / Lighting / Art Projects,"Fuse accelerometer and gyroscope to estimate yaw via a complementary filter, then map yaw to hue on a 16-LED ring. Iterate with a bounded loop at 200 Hz and keep WCET below 1.5 ms."
188,LED / Lighting / Art Projects,"Blend warm and cool LED channels to achieve a target color temperature in Kelvin from two sensors. Update at 20 Hz, limit slew rate to prevent flicker, and enforce a total power cap."
189,LED / Lighting / Art Projects,"Monitor a current sensor and scale down all PWM channels if draw exceeds 500 mA, with recovery hysteresis. Adjust within 100 ms and update at 100 Hz to respect power limits."
190,LED / Lighting / Art Projects,"Create a multi-stage state machine: Boot, SelfTest (flash each of 30 LEDs once via bounded loop), RunPattern, Fault. Enter Fault if feedback differs from command by >15% and shut down to 0% within 50 ms."
191,LED / Lighting / Art Projects,Use PID to keep LED module temperature under 55 C by modulating total PWM while preserving RGB ratios requested by a command input. Update at 50 Hz with integral clamps and rate limiting.
192,LED / Lighting / Art Projects,"Drive a rainstorm effect by fusing ambient sound and light: darker and quieter yields low blue, loud spikes trigger brief white flashes. Update at 60 Hz with a fixed random seed and bounded per-frame LED iteration."
193,LED / Lighting / Art Projects,Implement gamma correction using a 256-entry lookup table computed once at init with bounded loops. Apply per frame to 50 RGB LEDs and keep per-frame WCET under 2 ms at 60 Hz.
194,LED / Lighting / Art Projects,"Minimize visible flicker by measuring light sensor ripple and adjusting PWM phase/ratio with a PI controller. Run at 1 kHz, clamp duty to 5–90%, and emit a diagnostic metric."
195,LED / Lighting / Art Projects,"Given per-channel calibration factors, compute corrected PWM to match target XYZ color inputs. Update at 100 Hz, use bounded loops, and handle out-of-gamut requests by proportional clipping."
196,LED / Lighting / Art Projects,"Design a multi-mode controller with Setup, Performance, Intermission, and SafetyStop modes, each with distinct patterns and brightness caps. Use a state machine with guarded transitions, a mode timeout, emergency stop within 30 ms, 200 Hz rate, and WCET <= 400 microseconds."
197,LED / Lighting / Art Projects,"Create a gallery controller for 4 RGB zones with synchronized cues. Include a scheduler for cue times, a bounded self-check pattern in Test mode, and a power budget limiting total summed duty to 250%. Ensure deterministic behavior and document all state transitions."
